Restaurant,Chinese Reviews Rating,Chinese Reviews Count,All Reviews Rating,All Reviews Count,Link
Deng Ji,3.946902655,113,3.9,221,https://www.google.com/maps/place/?q=place_id:ChIJPWUa_PlhwokRgWO4s9v2IvA
山王饭店,3.946428571,56,4.1,350,https://www.google.com/maps/place/?q=place_id:ChIJuQeWi_lYwokRIMbOO0aVL1U
Dun Huang,3.945652174,92,4,265,https://www.google.com/maps/place/?q=place_id:ChIJ5fDiWcVZwokRxlWgf0RDBrw
Yiwanmen,3.943089431,123,4.4,444,https://www.google.com/maps/place/?q=place_id:ChIJP2WrQohZwokR0bI_d6vJlmw
Golden Corner Noodles 黄金角 (温州小池),3.942307692,52,4,119,https://www.google.com/maps/place/?q=place_id:ChIJTTBK03JgwokRinX3fQP3F6M
Juicy King Crab Express,3.9375,16,3.8,211,https://www.google.com/maps/place/?q=place_id:ChIJf-ExdRphwokRWvZDtyZbmbI
Golden Z 大快活食坊,3.9375,32,4.1,245,https://www.google.com/maps/place/?q=place_id:ChIJ18QqhIxEwokR104AkcKZCZM
218 Restaurant,3.9375,32,4.2,201,https://www.google.com/maps/place/?q=place_id:ChIJY6y3bohZwokR0wAvTPRvLAM
New Fu Shen,3.936842105,95,3.9,240,https://www.google.com/maps/place/?q=place_id:ChIJvWgB80ZFwokR7U5DwFNHAcw
Hwa Yuan Szechuan,3.933333333,150,4.2,1116,https://www.google.com/maps/place/?q=place_id:ChIJDS02PiZawokRUHmiu65dXy0
456 New Shanghai,3.932038835,103,4.3,1725,https://www.google.com/maps/place/?q=place_id:ChIJX4-QDSdawokRtFBM1mz6gn4
Tasty Dumpling,3.931506849,73,4.3,1552,https://www.google.com/maps/place/?q=place_id:ChIJg6Oj3yZawokRwDiCW7Aa6WU
沙县小吃 Shaxian Snacks,3.927272727,55,3.8,126,https://www.google.com/maps/place/?q=place_id:ChIJh9GFsZRhwokRAs8c60BU3a0
Ting Fai Cuisine,3.926829268,41,4,147,https://www.google.com/maps/place/?q=place_id:ChIJ4Tu-4Z9FwokRawCbMPRMW9M
Shun Won,3.926315789,190,3.9,655,https://www.google.com/maps/place/?q=place_id:ChIJYfIoHxJgwokRykH9Bt4ZqmU
Mr Chow,3.923076923,13,3.9,527,https://www.google.com/maps/place/?q=place_id:ChIJj1En45dcwokR4BRFTdCs-k4
Atlas Kitchen,3.921985816,141,4,413,https://www.google.com/maps/place/?q=place_id:ChIJ2UuaFu73wokR3QpnvrcxQCc
Brooklyn Dumpling Shop,3.92,25,4.3,1343,https://www.google.com/maps/place/?q=place_id:ChIJh3m8UUNZwokR1Htq1Mm0-hs
New Restaurant On 58 St.,3.918367347,49,4.2,119,https://www.google.com/maps/place/?q=place_id:ChIJvXsgW0pFwokR8DY_0rPHyec
Taste of China,3.916666667,12,3.8,222,https://www.google.com/maps/place/?q=place_id:ChIJdWnOgPZewokR-rEt794w4zc
Sun Hong Wong,3.916666667,72,4,278,https://www.google.com/maps/place/?q=place_id:ChIJR6nVBIhZwokR2fwCANKzODk
Sheng Jin,3.915966387,119,3.7,258,https://www.google.com/maps/place/?q=place_id:ChIJz3rpERJgwokRoY7MO1YeKF8
XO Taste,3.915662651,166,4,676,https://www.google.com/maps/place/?q=place_id:ChIJY1x_qSBawokRXqyo_SSgUXQ
Tihu Taiwanese Cuisine 醍醐台菜,3.914893617,47,4,114,https://www.google.com/maps/place/?q=place_id:ChIJ4SzRDwCJwokRS4at6wpBUjo
Tri Dim Shanghai West [UWS] Restaurant and Bar 鼎豐,3.911764706,34,4.3,365,https://www.google.com/maps/place/?q=place_id:ChIJW4bcFvNZwokRK3DMQUgnm-c
Downtown Yummy,3.911764706,34,4.2,112,https://www.google.com/maps/place/?q=place_id:ChIJIzUb3nNbwokRcRAN3fn__dU
Nan Bei Ho,3.91160221,181,4,534,https://www.google.com/maps/place/?q=place_id:ChIJz1JONeZhwokRZTc-BEEI8jU
Good Day,3.90990991,111,4,331,https://www.google.com/maps/place/?q=place_id:ChIJt-ODYSFFwokRDKwtLRsmf7Q
Super Kew Garden,3.909090909,11,3.6,118,https://www.google.com/maps/place/?q=place_id:ChIJCejGWZhgwokRgQ7S7nETUaE
New HK Tea & Sushi,3.906574394,289,4,1011,https://www.google.com/maps/place/?q=place_id:ChIJ4RPyKw9FwokRxIPsorvWSeo
Wing Hing Seafood Restaurant,3.904109589,73,4,340,https://www.google.com/maps/place/?q=place_id:ChIJd62hVPNEwokRC9TLBHLkuLc
Pho Choice,3.903846154,52,3.9,229,https://www.google.com/maps/place/?q=place_id:ChIJbRsPCZJhwokRs5nLm5GconU
Dun Huang Beef Noodles,3.903614458,83,4.1,219,https://www.google.com/maps/place/?q=place_id:ChIJpY8JctNFwokRIDKnNj6bR9I
High Five 囍筷,3.903225806,31,3.9,101,https://www.google.com/maps/place/?q=place_id:ChIJ63BXNzFFwokRI8dASdGP4ac
Grand Sichuan Eastern,3.903225806,31,3.8,245,https://www.google.com/maps/place/?q=place_id:ChIJG-opAbxZwokRgJhB1LBd2bc
Mei Lai Wah | Wonton Noodle Garden,3.902777778,144,4.3,1918,https://www.google.com/maps/place/?q=place_id:ChIJdchGBSdawokRrNBainqPr-I
Peking Express,3.9,10,4.1,202,https://www.google.com/maps/place/?q=place_id:ChIJIbfFaUlZwokR7QeqHwSoJYY
Green Garden Village,3.9,40,4,203,https://www.google.com/maps/place/?q=place_id:ChIJ5wAS6t9ZwokRb4aVROoGlX4
East Pacific,3.9,50,4,544,https://www.google.com/maps/place/?q=place_id:ChIJryiJtIBLwokRwmG-FynYcOM
Shun Wang,3.892857143,84,3.9,358,https://www.google.com/maps/place/?q=place_id:ChIJ55zQgaxfwokRQ8yxIlgDFXY
China Express,3.888888889,9,3.9,182,https://www.google.com/maps/place/?q=place_id:ChIJH6e6feNbwokRxNeTKG7rJGs
Good Chinese,3.888888889,9,3.8,278,https://www.google.com/maps/place/?q=place_id:ChIJlXEqUD1cwokRDB3iw29F1r8
Soochow Garden,3.885714286,105,4.1,511,https://www.google.com/maps/place/?q=place_id:ChIJ6Zw0DLL3wokRJgaJodCD1QU
Golden City 煌嘉囍宴 🇨🇳,3.881278539,219,3.9,596,https://www.google.com/maps/place/?q=place_id:ChIJq6pagB9FwokRC6Gpbh_3kHY
Lao Ma Spicy,3.88,125,4,454,https://www.google.com/maps/place/?q=place_id:ChIJ6djjiDNZwokRX2L_gDfCLJM
Precious Island Tea Shop,3.879396985,199,4.1,643,https://www.google.com/maps/place/?q=place_id:ChIJhStz3E1JwokR4ysd7dtsqiQ
Great NY Noodletown,3.872909699,299,4.1,3034,https://www.google.com/maps/place/?q=place_id:ChIJxxUYUyZawokRl_nFS_dkwio
Panda Express,3.870967742,31,4.1,1300,https://www.google.com/maps/place/?q=place_id:ChIJ9cp8I-NYwokRnuyqdQQn0Po
Big Wong,3.870967742,31,3.7,111,https://www.google.com/maps/place/?q=place_id:ChIJf1ZdFTBZwokRQUG14cqX-jg
P.F. Chang's,3.87037037,54,4.3,4271,https://www.google.com/maps/place/?q=place_id:ChIJyfz7ohVYwokRoVKhg2CT2BI
China Red Gourmet,3.866666667,15,3.4,327,https://www.google.com/maps/place/?q=place_id:ChIJjybcOh9awokRtlD5b304kyQ
Panda Express,3.866666667,30,4,1423,https://www.google.com/maps/place/?q=place_id:ChIJNzfuJ65ZwokREXfAYA37Hyk
Bamboo Garden,3.865591398,186,4,568,https://www.google.com/maps/place/?q=place_id:ChIJkVz41khFwokRKan78-taHB8
39 Prince Cafe 利苑食坊,3.864197531,162,4,743,https://www.google.com/maps/place/?q=place_id:ChIJR3cGbA5gwokRr4ell13T_y0
88 Palace,3.863309353,139,3.8,431,https://www.google.com/maps/place/?q=place_id:ChIJr9wZmihawokRiP8PE3BQ7Rk
Moo Shu,3.862068966,29,4.1,114,https://www.google.com/maps/place/?q=place_id:ChIJi6AipvqJwokRbEVOyZeKH4E
Rong Chinese Restaurant,3.861111111,36,4,146,https://www.google.com/maps/place/?q=place_id:ChIJhUs-XQ5gwokRt0nmcLSJ98s
RedFarm,3.860465116,43,4.4,1058,https://www.google.com/maps/place/?q=place_id:ChIJ50n4UohYwokRLrnKpXxjuFE
Golden Palace Gourmet,3.858585859,99,3.9,194,https://www.google.com/maps/place/?q=place_id:ChIJ3eKD1zxhwokRn3Ceardf_Q8
Merry Land Chinese Buffet,3.857142857,7,4,1470,https://www.google.com/maps/place/?q=place_id:ChIJyX0BJEv0wokRMSHq-Urtfvk
Dun Huang,3.855855856,111,4,285,https://www.google.com/maps/place/?q=place_id:ChIJKZgXtGr2wokRxZ8rYWA8sQU
Imperial Taste,3.846153846,13,3.8,168,https://www.google.com/maps/place/?q=place_id:ChIJf-YtH_FhwokRWcHZCB87Ztg
friendly restaurant,3.846153846,13,4,226,https://www.google.com/maps/place/?q=place_id:ChIJP2NFIh1ZwokR6SWWSYkOTgg
Yip's Food Court,3.846153846,39,4.2,389,https://www.google.com/maps/place/?q=place_id:ChIJIe6J_xNawokRsRUSeXqPsdQ
Main Street Imperial Taiwanese,3.845360825,194,4,455,https://www.google.com/maps/place/?q=place_id:ChIJ66zUa29gwokRvkHBl7t93E4
Congee Village Flushing,3.843267108,453,3.9,1185,https://www.google.com/maps/place/?q=place_id:ChIJ0_1Eqg9gwokRjAhk6LLsMu0
China River,3.841463415,82,4.1,552,https://www.google.com/maps/place/?q=place_id:ChIJ6esGrLFZwokRB-rhg1taoXs
Mee Sum Cafe,3.84,25,4,147,https://www.google.com/maps/place/?q=place_id:ChIJfXfu_CZawokRsynindnEfPY
Mahjong Cafe & Bar 麻将茶餐厅&酒馆,3.838709677,93,3.8,298,https://www.google.com/maps/place/?q=place_id:ChIJ_1ema15hwokRilHXUPnujy8
New Phoenix Seafood Restaurant,3.835978836,189,3.9,513,https://www.google.com/maps/place/?q=place_id:ChIJh-2WhUhFwokRPyRwCXaWzYc
Szechuan Delight @ 7 Ave,3.833333333,6,3.9,275,https://www.google.com/maps/place/?q=place_id:ChIJ6bYg1QZbwokRzrmuQnM4NI4
Chan's,3.833333333,6,4.5,366,https://www.google.com/maps/place/?q=place_id:ChIJvTrhXVxNwokRrDYzaf0yI1c
Happy Garden,3.833333333,6,4.1,139,https://www.google.com/maps/place/?q=place_id:ChIJk0Q_xlvzwokRGWt40Uohy8A
East Wind Snack Shop,3.833333333,18,4.5,406,https://www.google.com/maps/place/?q=place_id:ChIJtVuOhx5bwokR14FF8JEG6j8
新東湖 Canton Manor,3.83125,160,4,508,https://www.google.com/maps/place/?q=place_id:ChIJnxpUt-1hwokR0X0soUX2uP8
Jade Asian Bistro,3.829059829,117,3.9,390,https://www.google.com/maps/place/?q=place_id:ChIJ6T4A9WuJwokR7QVTDMQvYTE
Korean Noodle House,3.828767123,146,3.8,964,https://www.google.com/maps/place/?q=place_id:ChIJZwv44N1hwokRmRkOXwxxExo
"Evergreen On 38 - 绿杨村:best,Sichuan food,Dim sum,party,banquet hall,family restaurant/dinner,Midtown,nyc,曼哈顿中城 川菜 上海菜 宴会厅 婚宴",3.827586207,58,4.2,602,https://www.google.com/maps/place/?q=place_id:ChIJqVQEsABZwokRe05WcVpIuFc
China Xiang,3.826732673,202,4,807,https://www.google.com/maps/place/?q=place_id:ChIJy_VZ8lJYwokReEjsL_7AtpE
Xi'an Famous Foods 西安名吃 | Main St. Flushing,3.826484018,219,4.2,969,https://www.google.com/maps/place/?q=place_id:ChIJmTxuAhJgwokRZ8YGImWwpO0
88 Canteen,3.824817518,137,3.9,449,https://www.google.com/maps/place/?q=place_id:ChIJQUKHE29gwokRgdAe8kdAekE
Golden Unicorn,3.82173913,460,4,3451,https://www.google.com/maps/place/?q=place_id:ChIJXczCZSZawokRerIzds-K5e0
Dhanshiri,3.818181818,11,3.8,712,https://www.google.com/maps/place/?q=place_id:ChIJZw6tTB5hwokRq1aKuiKmHt0
SIChinacook,3.818181818,11,3.9,112,https://www.google.com/maps/place/?q=place_id:ChIJC0XzzsVOwokRZSFAptA8XJY
Royal Seafood,3.815068493,292,3.9,1388,https://www.google.com/maps/place/?q=place_id:ChIJf5eZgSdawokRMFzwX4PqajU
Deluxe Green Bo,3.809917355,121,4.3,1597,https://www.google.com/maps/place/?q=place_id:ChIJB9obBCdawokR_I47fRFPBhc
Tim Ho Wan East Village,3.80952381,357,4.1,2464,https://www.google.com/maps/place/?q=place_id:ChIJ8WvaWJlZwokRp1RxTb8QUrE
New Mulan,3.808163265,245,3.9,827,https://www.google.com/maps/place/?q=place_id:ChIJJRUX1RFgwokRhFIwIMplYSE
New China Hibachi & Sushi Buffet,3.806451613,93,4.1,1797,https://www.google.com/maps/place/?q=place_id:ChIJO5T30YFJwokRU3kuEZZVQ-c
Shanghai You Garden,3.801498127,267,4.1,1148,https://www.google.com/maps/place/?q=place_id:ChIJN4KqVsBhwokRgEFpK_yOtlY
Asian Yummy House,3.8,5,4.1,109,https://www.google.com/maps/place/?q=place_id:ChIJD86bfPdbwokRAS3IJe9grM0
Number One Garden,3.8,5,3.3,112,https://www.google.com/maps/place/?q=place_id:ChIJTVYMYx5bwokRlp13K-kYHl4
Empire 3,3.8,5,3.6,181,https://www.google.com/maps/place/?q=place_id:ChIJPynXKxH2wokRwQlEO0yht1U
Golden Kitchen,3.8,5,4,119,https://www.google.com/maps/place/?q=place_id:ChIJg1yFGOddwokRbQOQi0zVgss
Maya Congee Cafe - Fulton St,3.8,10,4.7,111,https://www.google.com/maps/place/?q=place_id:ChIJSUWZktRbwokRsBUNu6YAh84
Great Dragon,3.8,10,4.1,126,https://www.google.com/maps/place/?q=place_id:ChIJS2hlxs5awokRM2fI-LtMAyc
Pacific Kitchen,3.8,10,4.4,142,https://www.google.com/maps/place/?q=place_id:ChIJublB87FLwokRsbuC2k0zSD0
Chef Yu,3.8,70,4.1,1521,https://www.google.com/maps/place/?q=place_id:ChIJrThdq61ZwokRHmF67x0c9vY
Golden Lake Pavilion,3.793713163,509,3.9,2210,https://www.google.com/maps/place/?q=place_id:ChIJeXfVUG9gwokRC75WD1fPQAM
Nai brother LiC,3.792682927,82,4.1,229,https://www.google.com/maps/place/?q=place_id:ChIJ2VpwAuNZwokRRH3TXqM-80k
Kung Fu Kitchen,3.791044776,201,4.4,1844,https://www.google.com/maps/place/?q=place_id:ChIJ2_UcxqxZwokRf5dbeh2oSe8
Q Town Asian Cuisine Inc.,3.789473684,95,4.1,430,https://www.google.com/maps/place/?q=place_id:ChIJ79nuh_lfwokRIkTlh8VLnzU
Hyo Dong Gak,3.788732394,71,3.9,689,https://www.google.com/maps/place/?q=place_id:ChIJ732mealZwokRofYjjral1pY
Ya Ya Roasted,3.787234043,47,4.1,146,https://www.google.com/maps/place/?q=place_id:ChIJTbOWWQBJwokReH6Cw6q-gbM
Tangra Masala,3.785714286,14,4,731,https://www.google.com/maps/place/?q=place_id:ChIJRUNFE1JewokRmQ3Eloi_UiU
Ocean Bay 避風塘,3.778443114,167,3.8,565,https://www.google.com/maps/place/?q=place_id:ChIJ22fmUfBfwokR3_iSVQyxXsw
Mr. Rice,3.777777778,9,3.7,150,https://www.google.com/maps/place/?q=place_id:ChIJpUpXcgu0w4kRmGCLom_TiOc
Golden Wonton King 糖潮滋味館,3.769736842,152,4,447,https://www.google.com/maps/place/?q=place_id:ChIJrWBgVv5fwokRB6K7ukXYO74
Golden Palace,3.762096774,248,3.8,723,https://www.google.com/maps/place/?q=place_id:ChIJWcTlBUpFwokR44DlILVh3IA
Golden Bay,3.761904762,63,3.8,189,https://www.google.com/maps/place/?q=place_id:ChIJ-8UKoQhFwokRjRg8r6mtq9M
NG'S KITCHEN INC,3.75862069,29,3.9,107,https://www.google.com/maps/place/?q=place_id:ChIJnWcSJElFwokRcsOE9fBxK2w
Good Luck Kitchen,3.758333333,120,3.9,357,https://www.google.com/maps/place/?q=place_id:ChIJuQX6WxVhwokRC4JIL4Wmqq0
Jin Da Lai,3.757575758,66,3.9,174,https://www.google.com/maps/place/?q=place_id:ChIJF8EI5hpgwokROYgKv2zezGY
Legend Chicken,3.755102041,49,4.2,187,https://www.google.com/maps/place/?q=place_id:ChIJp2VF9uFhwokRwBipgHsdYeo
M Star Cafe,3.752136752,117,3.8,390,https://www.google.com/maps/place/?q=place_id:ChIJCehDQSZawokR874IrxpAQFc
Ollie’s Sichuan Chinese Restaurant​ (成都印象),3.751552795,161,4.1,1589,https://www.google.com/maps/place/?q=place_id:ChIJJS-Q9VJYwokRq_QTtG6GoPE
Jing Fong,3.751381215,362,4,3715,https://www.google.com/maps/place/?q=place_id:ChIJJWt4pCdawokRFcDubKrCgRE
Dragon Sea,3.75,4,4.2,239,https://www.google.com/maps/place/?q=place_id:ChIJ02j6K4j0wokR9LJ6NCvaWzo
Dragon Garden,3.75,4,3.3,111,https://www.google.com/maps/place/?q=place_id:ChIJg3GzW3LzwokRN2_CTn5IXPA
New Double Happy Inc.,3.75,4,3.7,164,https://www.google.com/maps/place/?q=place_id:ChIJ23C_DeRdwokRMT-bzrb7SwI
Great Wall,3.75,4,3.8,140,https://www.google.com/maps/place/?q=place_id:ChIJTW1Hl7_0wokRRplW-aFzDog
Greenleaf,3.75,4,3.8,183,https://www.google.com/maps/place/?q=place_id:ChIJQ6_9GmVewokR7qUOW5kmHyE
Chinatown Restaurant,3.75,4,3.7,115,https://www.google.com/maps/place/?q=place_id:ChIJMcRdnXxEwokRUXOxcBcBG8g
New Dynasty,3.75,8,3.8,222,https://www.google.com/maps/place/?q=place_id:ChIJR9Q6M7BZwokROYgGYkkxBEw
Rich Aroma,3.75,8,3.4,175,https://www.google.com/maps/place/?q=place_id:ChIJA_2hqGv2wokRb9I3CNXyLQo
New Long River,3.75,12,4.1,124,https://www.google.com/maps/place/?q=place_id:ChIJYXRqdU1FwokRJUyNdJatLgs
Woodside Kitchen,3.75,12,4,165,https://www.google.com/maps/place/?q=place_id:ChIJty4dm6pfwokRVv8nScGpe1w
Dumplings & Things,3.75,12,4.3,252,https://www.google.com/maps/place/?q=place_id:ChIJY7WCN9lewokRrtprUVHEAN0
Tri Dim Shanghai [UES] Restaurant and Bar 鼎豐,3.75,68,4.1,509,https://www.google.com/maps/place/?q=place_id:ChIJ9WCDTL5YwokRhBUL20yZeso
MáLà Project Bryant Park,3.746781116,233,4.3,1193,https://www.google.com/maps/place/?q=place_id:ChIJuyQyqf9YwokRSlObfXst7sQ
Wo Hop Next Door,3.740740741,54,4.4,1066,https://www.google.com/maps/place/?q=place_id:ChIJ_2GkXcdbwokR07cBLmAz1ok
Season 三喜酒家,3.74,50,3.8,186,https://www.google.com/maps/place/?q=place_id:ChIJz8wjkYxEwokRo6jw-N5LDfU
Big Wong,3.738562092,306,3.9,2354,https://www.google.com/maps/place/?q=place_id:ChIJqYOCDidawokRmg3mgC_ce3g
東粵海鮮酒家 Dong Yue seafood restaurant,3.738461538,65,3.9,176,https://www.google.com/maps/place/?q=place_id:ChIJNdhRwE1hwokRxvHFPefvp-0
Hunan Delight,3.733333333,15,4.1,291,https://www.google.com/maps/place/?q=place_id:ChIJ2zOuoABbwokRYg7hMmy4B1I
Cha Kee,3.716262976,289,3.9,1151,https://www.google.com/maps/place/?q=place_id:ChIJ60WL4SZawokRpCV_pGTfb1Y
Hunan Cottage,3.714285714,7,4.1,217,https://www.google.com/maps/place/?q=place_id:ChIJgXqZTVdEwokRcvfaO1cOTUo
New Eastern Chinese Restaurant,3.714285714,7,3.7,130,https://www.google.com/maps/place/?q=place_id:ChIJX9pEX3xhwokRiYAZEE0wLX0
Bamboo House Chinese Restaurant,3.714285714,7,4,176,https://www.google.com/maps/place/?q=place_id:ChIJC9ygMAG2w4kRwF7UfoR49Pc
Great Wall,3.714285714,14,4.3,134,https://www.google.com/maps/place/?q=place_id:ChIJZ1HG_cpawokR804f2M0bMLc
Samwongahk Chinese Restuarant,3.714285714,63,3.9,537,https://www.google.com/maps/place/?q=place_id:ChIJc5rDXuJhwokRbL5tySDyfyI
Bo Ky,3.711688312,385,3.8,1551,https://www.google.com/maps/place/?q=place_id:ChIJE6NZGidawokRZ5gDkUlPMeE
Fried Dumpling,3.707865169,89,4.2,1174,https://www.google.com/maps/place/?q=place_id:ChIJPX34wSZawokRtqaBPGpIaYI
N Y Choi Fook,3.706766917,133,3.7,338,https://www.google.com/maps/place/?q=place_id:ChIJocaTNlxFwokRrguzKnoHfq8
Peking Duck House,3.7,70,4.2,673,https://www.google.com/maps/place/?q=place_id:ChIJPQ1UmeNYwokRJ2mMjQeUL_I
Happy Family,3.692307692,39,3.5,259,https://www.google.com/maps/place/?q=place_id:ChIJxSWKkU1YwokRZPlTp639Hr4
Shimiaodao Noodle,3.69047619,126,3.8,284,https://www.google.com/maps/place/?q=place_id:ChIJzdrckMlhwokRwBLAvbcAoGM
Joyful Cantonese Restaurant 喜粤农家菜,3.68852459,61,4,153,https://www.google.com/maps/place/?q=place_id:ChIJxwtkJwBPwokR3SzlC5rObPM
Miyako Sushi,3.6875,16,4.2,325,https://www.google.com/maps/place/?q=place_id:ChIJg0Bl54JYwokR8k8qF8pW-eI
Pearl of China,3.6875,16,3.8,198,https://www.google.com/maps/place/?q=place_id:ChIJSZDm8FGLwokRpvP5_ktcERU
East Season Restaurant,3.681818182,22,4.2,166,https://www.google.com/maps/place/?q=place_id:ChIJCa2f-CdbwokRStbtb0yExpk
Bonnie's,3.680851064,47,4.3,560,https://www.google.com/maps/place/?q=place_id:ChIJbQc9ABZZwokRMAK6C-Ekxg4
New Kam Lai,3.68,25,3.9,414,https://www.google.com/maps/place/?q=place_id:ChIJYaJViBX3wokRC88rl8aJmes
Benson Eating Station,3.672566372,113,3.7,252,https://www.google.com/maps/place/?q=place_id:ChIJQQ0pyABFwokRUFgWNKEpunk
Great Wall,3.666666667,3,4.2,181,https://www.google.com/maps/place/?q=place_id:ChIJVwck7CRYwokR9IfS0PfCmu0
J's Wong,3.666666667,3,4.1,164,https://www.google.com/maps/place/?q=place_id:ChIJhabssp9bwokR_BdkubWsBXo
China Wok,3.666666667,3,4.1,109,https://www.google.com/maps/place/?q=place_id:ChIJK-FdKHdbwokRqvBFAn9RwJU
Baili,3.666666667,3,3.6,123,https://www.google.com/maps/place/?q=place_id:ChIJdwS7QkJbwokRG7BbkAMWUE0
Hunts Point Chinese Restaurant,3.666666667,3,4.2,210,https://www.google.com/maps/place/?q=place_id:ChIJFX52Eqv1wokRe7o7gpQgwiY
Kwan Hing,3.666666667,3,4,131,https://www.google.com/maps/place/?q=place_id:ChIJF5J_rD3zwokRl4Hgtohu5t0
Choi Yuan,3.666666667,3,4.1,189,https://www.google.com/maps/place/?q=place_id:ChIJM7qsKXbzwokRpX_RHEB-2ng
Yummy Yummy,3.666666667,3,3.7,104,https://www.google.com/maps/place/?q=place_id:ChIJOQLKarhawokRSzB6N92nESg
Rose Flower,3.666666667,3,4.2,146,https://www.google.com/maps/place/?q=place_id:ChIJF92mknnzwokRnc-oNTkFOTw
Good Taste,3.666666667,3,4.1,230,https://www.google.com/maps/place/?q=place_id:ChIJUVW5SDbzwokRiBzFgQZbEZU
Eastern,3.666666667,3,2.8,204,https://www.google.com/maps/place/?q=place_id:ChIJE23qllhgwokRIMHm0Snsv6E
Fortune Glatt Kosher Chinese of Rego Park,3.666666667,3,4.1,109,https://www.google.com/maps/place/?q=place_id:ChIJi3UPt71fwokRJStq0pZsfHY
Golden City,3.666666667,3,3.7,148,https://www.google.com/maps/place/?q=place_id:ChIJ-YxSueD0wokRxSkzvl1qkbU
Pacific Moon,3.666666667,3,4.2,154,https://www.google.com/maps/place/?q=place_id:ChIJy2dQ4hpfwokRKhXWJdPXgRU
New Hardee,3.666666667,6,4.4,576,https://www.google.com/maps/place/?q=place_id:ChIJ21XFdfNbwokRhquJbNPv760
Great Wall,3.666666667,6,4.1,287,https://www.google.com/maps/place/?q=place_id:ChIJC7zSvNH1wokRjAY1GMeFO1o
Sizzling Wok,3.666666667,6,4,304,https://www.google.com/maps/place/?q=place_id:ChIJwbMjlvREwokRKG5kMmwMXEA
China City II,3.666666667,6,3.4,107,https://www.google.com/maps/place/?q=place_id:ChIJDbtHDw1FwokRIH_usyUHsWs
CHF Chinese Restaurant,3.666666667,6,4.3,117,https://www.google.com/maps/place/?q=place_id:ChIJNSxiNkhbwokRY35CW4SZx48
New Peking,3.666666667,6,3.8,103,https://www.google.com/maps/place/?q=place_id:ChIJa911F75bwokR10xI7D7ATGw
Ten Full,3.666666667,6,4.2,259,https://www.google.com/maps/place/?q=place_id:ChIJQd_aj9BewokRmAp7aXdxmpM
Halal Kitchen,3.666666667,6,4,331,https://www.google.com/maps/place/?q=place_id:ChIJAbwqY_ZewokRxTLYB7BFigk
Prime Avenue,3.666666667,9,4.1,1437,https://www.google.com/maps/place/?q=place_id:ChIJYy4_T3lbwokRtEILKeM25Mo
La Salle Dumpling Room,3.666666667,21,4.3,270,https://www.google.com/maps/place/?q=place_id:ChIJQfecMlxYwokRjJXdcBB8g6A
86 Fu Kee,3.666666667,57,3.9,226,https://www.google.com/maps/place/?q=place_id:ChIJXXU9QAZFwokRux5P5nOKPro
Vanessa's Dumpling House,3.666666667,60,4.3,842,https://www.google.com/maps/place/?q=place_id:ChIJRUnhkElZwokRBRSJxl_Up68
Lanzhou Ramen,3.666666667,87,4,338,https://www.google.com/maps/place/?q=place_id:ChIJ0a507ChawokRYw7TOd0QeyA
The Legend Cafe House,3.65,80,3.7,193,https://www.google.com/maps/place/?q=place_id:ChIJHbkDPRVFwokRwbx2UjP5_gE
Yunnan Rice Noodle House,3.647727273,88,4,269,https://www.google.com/maps/place/?q=place_id:ChIJU-o7KRpFwokRpfaHIjLBKJk
Xun Yu Si Kao,3.647058824,119,3.8,235,https://www.google.com/maps/place/?q=place_id:ChIJvbHa4UpFwokRJqe0V5vgajU
Taste of China,3.642857143,14,4.1,133,https://www.google.com/maps/place/?q=place_id:ChIJb-Lh92pFwokR0zG_LVvpXZs
Moon & Flower House (Staten Island),3.642857143,28,3.9,116,https://www.google.com/maps/place/?q=place_id:ChIJ26Pvl8BNwokRhJc865QOH8c
Hop Won Express,3.641025641,39,3.9,291,https://www.google.com/maps/place/?q=place_id:ChIJf1hdhgJZwokRXiWhE0yC7Zo
Hop Kee Restaurant,3.637362637,91,4.2,1471,https://www.google.com/maps/place/?q=place_id:ChIJTVG07iZawokR6lRX9rV0puI
Panda King,3.636363636,11,3.2,118,https://www.google.com/maps/place/?q=place_id:ChIJpVQb4iJgwokRtYxerBszZoY
Rego Garden,3.636363636,11,4.1,111,https://www.google.com/maps/place/?q=place_id:ChIJY0B4ijdewokRfay0rTCtgZY
Freedom Dove,3.636363636,11,4,138,https://www.google.com/maps/place/?q=place_id:ChIJiRkurLNfwokRrgX7ETPNYLM
Sagar Chinese,3.636363636,11,3.5,1621,https://www.google.com/maps/place/?q=place_id:ChIJ7ZgaBgdfwokRJsFrvlWXF0A
Tang's Garden,3.625,8,4.1,221,https://www.google.com/maps/place/?q=place_id:ChIJdfvO5b9YwokRqOQhe3uS_AQ
Li Wan,3.625,8,4.1,142,https://www.google.com/maps/place/?q=place_id:ChIJmdH37IVewokRrRZpvDmqjTM
Hing Wong,3.625,16,3.9,120,https://www.google.com/maps/place/?q=place_id:ChIJcXAynl5FwokRFXwFIcqswUE
Jing Fong,3.618705036,139,3.7,1028,https://www.google.com/maps/place/?q=place_id:ChIJf31dgkxZwokR3nfEwC0M3e0
H K Wonton Garden,3.613445378,119,4.1,1085,https://www.google.com/maps/place/?q=place_id:ChIJxxWZFSdawokRvpYShowHen4
East Buffet,3.609071274,463,3.6,1303,https://www.google.com/maps/place/?q=place_id:ChIJERyr9xJgwokRvu73A69ZsIg
